x, y
0.6080483870967741, 2.2195121951219514
0.7951401985111662, 2.8048780487804876
0.9822320099255583, 3.3414634146341466
1.0757779156327543, 3.6341463414634148
1.2628697270471463, 4.073170731707317
1.3564156327543424, 4.414634146341463
1.4031885856079402, 4.7560975609756095
1.5435074441687344, 5
1.7305992555831264, 5.390243902439025
1.8709181141439204, 5.7317073170731705
2.0580099255583124, 5.926829268292683
2.3386476426799008, 6.024390243902439
2.5725124069478906, 6.365853658536586
2.6660583126550867, 6.7560975609756095
2.8531501240694785, 7.146341463414634
3.040241935483871, 7.487804878048781
3.2273337468982626, 7.829268292682927
3.414425558312655, 8.121951219512194
3.6482903225806447, 8.024390243902438
3.6950632754342427, 7.682926829268293
3.835382133995037, 7.2439024390243905
3.975700992555831, 6.804878048780488
4.069246898263027, 6.414634146341464
4.209565756823821, 6.170731707317073
4.349884615384615, 6.024390243902439
4.630522332506203, 6.121951219512195
4.957933002481389, 6.2682926829268295
5.098251861042184, 6.170731707317073
5.285343672456575, 5.926829268292683
5.519208436724566, 5.682926829268293
5.565981389578163, 5.2926829268292686
5.799846153846153, 5.048780487804878
5.940165012406948, 4.951219512195122
6.174029776674938, 5.048780487804878
6.36112158808933, 5.341463414634147
6.641759305210917, 5.634146341463415
6.875624069478907, 5.878048780487805
7.109488833746898, 6.219512195121951
7.203034739454094, 6.560975609756098
7.436899503722084, 6.951219512195122
7.670764267990074, 7.2439024390243905
8.044947890818857, 7.439024390243903
8.325585607940447, 7.439024390243903
8.69976923076923, 7.390243902439025
8.933633995037221, 7.146341463414634
9.16749875930521, 6.804878048780488
9.307817617866004, 6.365853658536586
9.354590570719603, 5.926829268292683
9.494909429280396, 5.634146341463415
9.541682382133994, 5.195121951219512
9.682001240694788, 4.7073170731707314
9.822320099255583, 4.317073170731708
9.915866004962778, 3.8780487804878048
10.10295781637717, 3.3902439024390243
10.430368486352357, 3.097560975609756
10.80455210918114, 2.951219512195122
11.085189826302729, 2.8536585365853657
11.506146401985111, 2.8048780487804876
11.740011166253101, 3.048780487804878
11.880330024813896, 3.3414634146341466
12.067421836228286, 3.682926829268293
12.160967741935483, 4.024390243902439
12.301286600496278, 4.414634146341463
12.44160545905707, 4.804878048780488
12.581924317617865, 5.2926829268292686
12.67547022332506, 5.7317073170731705
12.862562034739453, 6.2682926829268295
13.049653846153845, 6.707317073170732
13.236745657568237, 7.146341463414634
13.517383374689825, 7.390243902439025
13.844794044665012, 7.195121951219512
14.078658808933001, 6.902439024390244
14.218977667493796, 6.560975609756098
14.452842431761786, 6.170731707317073
14.639934243176178, 5.682926829268293
14.82702605459057, 5.2439024390243905
15.01411786600496, 4.804878048780488
15.107663771712158, 4.414634146341463
15.29475558312655, 3.975609756097561
15.435074441687343, 3.5365853658536586
15.575393300248138, 3.1463414634146343
15.949576923076922, 3.097560975609756
16.323760545905706, 3.097560975609756
16.651171215880893, 3
16.978581885856077, 3.1463414634146343
17.118900744416873, 3.4878048780487805
17.35276550868486, 3.780487804878049
17.63340322580645, 3.8780487804878048
17.82049503722084, 3.6341463414634148